State,County,Date Detected,HPAI Strain,Type of Wild Bird,Sampling Source
Louisiana,Cameron,10/25/2022,EA H5N1,Blue-winged teal,Hunter harvest LA DWF/SCWDS (41)
Louisiana,Cameron,10/25/2022,EA H5N1,Blue-winged teal,Hunter harvest LA DWF/SCWDS (41)
Louisiana,Cameron,10/25/2022,EA H5N1,Blue-winged teal,Hunter harvest LA DWF/SCWDS (41)
Louisiana,Cameron,10/25/2022,EA H5N1,Blue-winged teal,Hunter harvest LA DWF/SCWDS (41)
Louisiana,Cameron,10/25/2022,EA H5N1,Blue-winged teal,Hunter harvest LA DWF/SCWDS (41)
Louisiana,Cameron,10/25/2022,EA H5N1,Blue-winged teal,Hunter harvest LA DWF/SCWDS (41)
Louisiana,Cameron,10/25/2022,EA H5N1,Blue-winged teal,Hunter harvest LA DWF/SCWDS (41)
Louisiana,Cameron,10/25/2022,EA H5N1,Blue-winged teal,Hunter harvest LA DWF/SCWDS (41)
Louisiana,Cameron,10/25/2022,EA H5N1,Blue-winged teal,Hunter harvest LA DWF/SCWDS (41)
Louisiana,Cameron,10/25/2022,EA H5N1,Blue-winged teal,Hunter harvest LA DWF/SCWDS (41)
Louisiana,Cameron,10/25/2022,EA H5N1,Blue-winged teal,Hunter harvest LA DWF/SCWDS (41)
Louisiana,Cameron,10/25/2022,EA H5N1,Blue-winged teal,Hunter harvest LA DWF/SCWDS (41)
Louisiana,Cameron,10/25/2022,EA H5N1,Blue-winged teal,Hunter harvest LA DWF/SCWDS (41)
Louisiana,Cameron,10/25/2022,EA H5N1,Blue-winged teal,Hunter harvest LA DWF/SCWDS (41)
Michigan,Midland,10/25/2022,EA H5N1,Bald eagle,Wild bird mortality Michigan DNR
Michigan,Grand Traverse,10/25/2022,EA H5N1,Great blue heron,Wild bird mortality Michigan DNR
Michigan,Delta,10/25/2022,EA H5N1,Herring gull,Wild bird mortality Michigan DNR
Nevada,Washoe,10/25/2022,EA H5N1,Cooper's hawk,Wild bird mortality NV DOW
Nevada,Elko,10/25/2022,EA H5N1,Canada goose,Wild bird mortality NV DOW
Nevada,Elko,10/25/2022,EA H5N1,Canada goose,Wild bird mortality NV DOW
Nevada,Elko,10/25/2022,EA H5N1,Canada goose,Wild bird mortality NV DOW
Nevada,Washoe,10/25/2022,EA H5N1,Great horned owl,Wild bird mortality NV DOW
Nevada,Washoe,10/25/2022,EA H5N1,Great horned owl,Wild bird mortality NV DOW
Nevada,Carson City,10/25/2022,EA H5N1,Great horned owl,Wild bird mortality NV DOW
New York,Steuben,10/25/2022,EA H5N1,Bald eagle,Wild bird mortality NYSDEC (6)
New York,Columbia,10/25/2022,EA H5N1,Peregrine falcon,Wild bird mortality NYSDEC (6)
New York,Dutchess,10/27/2022,EA H5N1,Bald eagle,Wild bird mortality NYSDEC (6)
New York,Columbia,10/27/2022,EA H5N1,Bald eagle,Wild bird mortality NYSDEC (6)
Oregon,Clackamas,10/25/2022,EA H5,Turkey vulture,Wild bird mortality OR Dept of Fish and Wildlife
Oregon,Jackson,10/25/2022,EA H5,Great horned owl,Wild bird mortality OR Dept of Fish and Wildlife
Oregon,Klamath,10/25/2022,EA H5,Turkey vulture,Wild bird mortality OR Dept of Fish and Wildlife
Oregon,Tillamook,10/25/2022,EA H5,American crow,Wild bird mortality OR Dept of Fish and Wildlife
Oregon,Wallowa,10/25/2022,EA H5,Canada goose,Wild bird mortality OR Dept of Fish and Wildlife
Oregon,Josephine,10/27/2022,EA H5N1,Wood duck,Wild bird mortality OR Dept of Fish and Wildlife
South Dakota,Pennington,10/25/2022,EA H5N1,Goose (unidentified),"Wild bird mortality SD Game, Fish, and Parks"
Utah,Salt Lake,10/27/2022,EA H5N1,Goose (unidentified),Wild bird mortality Utah DWR
Utah,Salt Lake,10/27/2022,EA H5N1,Goose (unidentified),Wild bird mortality Utah DWR
Utah,Weber,10/25/2022,EA H5,Black-crowned night heron,Wild bird mortality Utah DWR
Washington,Walla Walla,10/27/2022,EA H5N1,Canada goose,Wild bird mortality WA Dept of Fish and Wildlife
Wyoming,Big Horn,10/25/2022,EA H5N1,Great horned owl,Wild bird mortality WY Game and Fish Department
Wyoming,Sheridan,10/25/2022,EA H5N1,Great horned owl,Wild bird mortality WY Game and Fish Department
Wyoming,Sheridan,10/25/2022,EA H5N1,Great horned owl,Wild bird mortality WY Game and Fish Department
Florida,Brevard,10/25/2022,EA H5,Black vulture,Wild bird mortality
Florida,Brevard,10/25/2022,EA H5,Black vulture,Wild bird mortality
Florida,Orange,10/25/2022,EA H5,Cormorant (unidentified),Wild bird mortality
Florida,Suwannee,10/27/2022,EA H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Madison,10/27/2022,EA H5N1,Black vulture,Wild bird mortality FFWCC
Iowa,Marion,10/17/2022,EA H5,American white pelican,Wild bird mortality IA DNR
Iowa,Scott,10/27/2022,EA H5N1,Red-tailed hawk,Wild bird mortality IA DNR
Ohio,Ottawa,10/28/2022,EA H5N1,Wood duck,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,American wigeon,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,American wigeon,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,Northern pintail,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,American wigeon,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,Gadwall,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,American wigeon,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,Gadwall,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,Mallard,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,Mallard,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,American wigeon,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,Northern pintail,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,American wigeon,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,American wigeon,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,American green-winged teal,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,American green-winged teal,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,American green-winged teal,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,American green-winged teal,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,American green-winged teal,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,Northern pintail,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,Northern pintail,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,Blue-winged teal,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,American green-winged teal,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,Blue-winged teal,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,American green-winged teal,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,American green-winged teal,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,American wigeon,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,American wigeon,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,American green-winged teal,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,American wigeon,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,Northern shoveler,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,Mallard,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,Mallard,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,American wigeon,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,American black duck,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,Northern pintail,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,Mallard,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,Mallard,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,Mallard,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,Mallard,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,Mallard,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,Mallard,Hunter harvest NWDP
Ohio,Ottawa,10/28/2022,EA H5N1,Mallard,Hunter harvest NWDP
Alaska,Juneau,10/28/2022,EA H5N1,American green-winged teal,Hunter harvest NWDP
Alaska,Juneau,10/28/2022,EA H5N1,Mallard,Hunter harvest NWDP
Alaska,Juneau,10/28/2022,EA H5N1,American green-winged teal,Hunter harvest NWDP
Alaska,Juneau,10/28/2022,EA H5N1,Mallard,Hunter harvest NWDP
Alaska,Juneau,10/28/2022,EA H5N1,American green-winged teal,Hunter harvest NWDP
Alaska,Juneau,10/28/2022,EA H5N1,Northern shoveler,Hunter harvest NWDP
Alaska,Juneau,10/28/2022,EA H5N1,American wigeon,Hunter harvest NWDP
Alaska,Juneau,10/28/2022,EA H5N1,American wigeon,Hunter harvest NWDP
Alaska,Juneau,10/28/2022,EA H5N1,American wigeon,Hunter harvest NWDP
Alaska,Juneau,10/28/2022,EA H5N1,American wigeon,Hunter harvest NWDP
Alaska,Juneau,10/28/2022,EA H5N1,American green-winged teal,Hunter harvest NWDP
Alaska,Juneau,10/28/2022,EA H5N1,Northern pintail,Hunter harvest NWDP
Alaska,Juneau,10/28/2022,EA H5N1,Northern pintail,Hunter harvest NWDP
Alaska,Juneau,10/28/2022,EA H5N1,American wigeon,Hunter harvest NWDP
Idaho,Jefferson,10/28/2022,EA H5N1,American green-winged teal,Hunter harvest NWDP
Idaho,Jefferson,10/28/2022,EA H5N1,American green-winged teal,Hunter harvest NWDP
Iowa,Marion,10/31/2022,EA H5N1,American green-winged teal,Hunter harvest NWDP
Iowa,Marion,10/31/2022,EA H5N1,American green-winged teal,Hunter harvest NWDP
Iowa,Marion,10/31/2022,EA H5,American green-winged teal,Hunter harvest NWDP
Iowa,Marion,10/31/2022,EA H5N1,Blue-winged teal,Hunter harvest NWDP
Iowa,Marion,10/31/2022,EA H5N1,Blue-winged teal,Hunter harvest NWDP
Iowa,Marion,10/31/2022,EA H5N1,Blue-winged teal,Hunter harvest NWDP
Iowa,Marion,10/31/2022,EA H5N1,Blue-winged teal,Hunter harvest NWDP
Iowa,Guthrie,10/31/2022,EA H5N1,American green-winged teal,Hunter harvest NWDP
Iowa,Guthrie,10/31/2022,EA H5N1,American green-winged teal,Hunter harvest NWDP
Iowa,Guthrie,10/31/2022,EA H5N1,Blue-winged teal,Hunter harvest NWDP
California,Ventura,10/31/2022,EA H5N1,Greater white-fronted goose,Wild bird mortality NWDP
Idaho,Jefferson,10/31/2022,EA H5N1,American wigeon,Hunter harvest NWDP
Idaho,Jefferson,10/31/2022,EA H5N1,American green-winged teal,Hunter harvest NWDP
Idaho,Jefferson,10/31/2022,EA H5N1,American green-winged teal,Hunter harvest NWDP
Idaho,Jefferson,10/31/2022,EA H5N1,American green-winged teal,Hunter harvest NWDP
Idaho,Jefferson,10/31/2022,EA H5N1,American green-winged teal,Hunter harvest NWDP
Idaho,Jefferson,10/31/2022,EA H5N1,Mallard,Hunter harvest NWDP
Idaho,Jefferson,10/31/2022,EA H5,American green-winged teal,Hunter harvest NWDP
Idaho,Jefferson,10/31/2022,EA H5,American green-winged teal,Hunter harvest NWDP
Idaho,Jefferson,10/31/2022,EA H5N1,American green-winged teal,Hunter harvest NWDP
Idaho,Jefferson,10/31/2022,EA H5N1,American green-winged teal,Hunter harvest NWDP
Idaho,Jefferson,10/31/2022,EA H5N1,American green-winged teal,Hunter harvest NWDP
Oregon,Clatsop,10/31/2022,EA H5N1,American wigeon,Hunter harvest NWDP
Oregon,Clatsop,10/31/2022,EA H5,American wigeon,Hunter harvest NWDP
Oregon,Clatsop,10/31/2022,EA H5N1,American wigeon,Hunter harvest NWDP
Oregon,Clatsop,10/31/2022,EA H5N1,American wigeon,Hunter harvest NWDP
Oregon,Clatsop,10/31/2022,EA H5,Northern shoveler,Hunter harvest NWDP
Oregon,Clatsop,10/31/2022,EA H5N1,American wigeon,Hunter harvest NWDP
Nevada,Lyon,10/31/2022,EA H5N1,Mallard,Hunter harvest NWDP
Nevada,Lyon,10/31/2022,EA H5N1,Mallard,Hunter harvest NWDP
Nevada,Lyon,10/31/2022,EA H5N1,Northern pintail,Hunter harvest NWDP
Nevada,Lyon,10/31/2022,EA H5N1,Northern pintail,Hunter harvest NWDP
Nevada,Lyon,10/31/2022,EA H5N1,Northern pintail,Hunter harvest NWDP
Nevada,Lyon,10/31/2022,EA H5N1,Northern shoveler,Hunter harvest NWDP
Alaska,Juneau,10/31/2022,EA H5N1,American green-winged teal,Hunter harvest NWDP
Alaska,Juneau,10/31/2022,EA H5N1,American wigeon,Hunter harvest NWDP
Oregon,Klamath,11/1/2022,EA H5N1,Mallard,Hunter harvest NWDP
California,Siskiyou,11/1/2022,EA H5N1,Mallard,Hunter harvest NWDP
California,Siskiyou,11/1/2022,EA H5N1,Northern pintail,Hunter harvest NWDP
Idaho,Jefferson,11/1/2022,EA H5N1,American green-winged teal,Hunter harvest NWDP
Idaho,Jefferson,11/1/2022,EA H5N1,American green-winged teal,Hunter harvest NWDP
Connecticut,Hartford,10/31/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
Idaho,Jefferson,10/31/2022,EA H5N1,Mallard,Hunter harvest NWDP
Maryland,Anne Arundel,10/31/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Nevada,Churchill,11/1/2022,EA H5,Mallard,Hunter harvest NWDP
Nevada,Churchill,11/1/2022,EA H5N1,American green-winged teal,Hunter harvest NWDP
Nevada,Churchill,11/1/2022,EA H5N1,Northern shoveler,Hunter harvest NWDP
Nevada,Churchill,11/1/2022,EA H5N1,American wigeon,Hunter harvest NWDP
Nevada,Churchill,11/1/2022,EA H5N1,American green-winged teal,Hunter harvest NWDP
Arkansas,Pulaski,10/31/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
Idaho,Canyon,11/3/2022,EA H5N1,American wigeon,Hunter harvest NWDP
Idaho,Canyon,11/3/2022,EA H5N1,Mallard,Hunter harvest NWDP
Idaho,Canyon,11/3/2022,EA H5,Mallard,Hunter harvest NWDP
Idaho,Canyon,11/3/2022,EA H5N1,American green-winged teal,Hunter harvest NWDP
Oregon,Lake,11/3/2022,EA H5N1,American wigeon,Hunter harvest NWDP
Oregon,Lake,11/3/2022,EA H5N1,American wigeon,Hunter harvest NWDP
Oregon,Lake,11/3/2022,EA H5N1,Mallard,Hunter harvest NWDP
Oregon,Lake,11/3/2022,EA H5N1,Northern shoveler,Hunter harvest NWDP
Oregon,Lake,11/3/2022,EA H5N1,Northern pintail,Hunter harvest NWDP
Oregon,Lake,11/3/2022,EA H5N1,Mallard,Hunter harvest NWDP
Oregon,Columbia,11/3/2022,EA/AM H5N1,Mallard,Live bird NWDP
Oregon,Columbia,11/3/2022,EA/AM H5N1,Mallard,Live bird NWDP
Oregon,Columbia,11/3/2022,EA/AM H5,Mallard,Live bird NWDP
Oregon,Columbia,11/3/2022,EA/AM H5N1,Mallard,Live bird NWDP
Oregon,Columbia,11/3/2022,EA/AM H5N1,Mallard,Live bird NWDP
Oregon,Columbia,11/3/2022,EA/AM H5N1,Mallard,Live bird NWDP
Oregon,Columbia,11/3/2022,EA/AM H5,Mallard,Live bird NWDP
Oregon,Columbia,11/3/2022,EA/AM H5,Mallard,Live bird NWDP
Oregon,Columbia,11/3/2022,EA/AM H5N1,Mallard,Live bird NWDP
Oregon,Columbia,11/3/2022,EA/AM H5N1,Mallard,Live bird NWDP
Oregon,Columbia,11/3/2022,EA/AM H5N1,Mallard,Live bird NWDP
Oregon,Columbia,11/3/2022,EA/AM H5N1,Mallard,Live bird NWDP
Oregon,Columbia,11/3/2022,EA/AM H5N1,Mallard,Live bird NWDP
Oregon,Columbia,11/3/2022,EA/AM H5N1,Mallard,Live bird NWDP
Oregon,Columbia,11/3/2022,EA/AM H5N1,Mallard,Live bird NWDP
Oregon,Columbia,11/3/2022,EA/AM H5N1,Mallard,Live bird NWDP
Oregon,Columbia,11/3/2022,EA/AM H5N1,Mallard,Live bird NWDP
Oregon,Columbia,11/3/2022,EA/AM H5N1,Mallard,Live bird NWDP
Oregon,Columbia,11/3/2022,EA/AM H5N1,Mallard,Live bird NWDP
Oregon,Columbia,11/3/2022,EA/AM H5N1,Mallard,Live bird NWDP
Oregon,Columbia,11/3/2022,EA/AM H5,Mallard,Live bird NWDP
Oregon,Columbia,11/3/2022,EA/AM H5,Mallard,Live bird NWDP
Oregon,Columbia,11/3/2022,EA/AM H5,Mallard,Live bird NWDP
Oregon,Columbia,11/3/2022,EA/AM H5,Mallard,Live bird NWDP
Oregon,Columbia,11/3/2022,EA/AM H5N1,Mallard,Live bird NWDP
Alaska,Southeast Fairbanks,11/3/2022,EA/AM H5N1,Mallard,Live bird NWDP
Alaska,Southeast Fairbanks,11/3/2022,EA/AM H5N1,Mallard,Live bird NWDP
Nevada,Churchill,11/4/2022,EA H5N1,Cinnamon teal,Hunter harvest NWDP
Nevada,Churchill,11/4/2022,EA H5N1,Northern shoveler,Hunter harvest NWDP
Oregon,Columbia,11/3/2022,EA H5N1,Mallard,Live bird NWDP
California,Yolo,11/4/2022,EA H5N1,Cinnamon teal,Hunter harvest NWDP
Iowa,Monona,11/3/2022,EA H5N1,American green-winged teal,Hunter harvest NWDP
Iowa,Louisa,11/3/2022,EA H5N1,Mallard,Hunter harvest NWDP
Indiana,Jasper,11/3/2022,EA H5N1,Blue-winged teal,Hunter harvest NWDP
Indiana,Jasper,11/3/2022,EA H5N1,Blue-winged teal,Hunter harvest NWDP
Indiana,Jasper,11/3/2022,EA H5N1,Blue-winged teal,Hunter harvest NWDP
Indiana,Jasper,11/3/2022,EA H5N1,Mallard,Hunter harvest NWDP
Indiana,Newton,11/3/2022,EA H5N1,Mallard,Hunter harvest NWDP
Wisconsin,Marinette,10/7/2022,EA H5N1,Blue-winged teal,Wild bird mortality WI DNR/USGS
Idaho,Jefferson,10/25/2022,EA H5N1,Canada goose,Wild bird mortality USFWS/USGS (2)
Minnesota,Aitkin,10/28/2022,EA H5N1,Canada goose,Wild bird mortality USFWS/USGS (2)
Texas,Chambers,11/3/2022,EA H5N1,Blue-winged teal,Wild bird mortality USFWS/USGS (2)
Texas,Chambers,11/3/2022,EA H5N1,Forster's tern,Wild bird mortality USFWS/USGS (2)
Texas,Chambers,11/3/2022,EA H5N1,Glossy ibis,Wild bird mortality USFWS/USGS (2)
Georgia,Gwinnett,10/17/2022,EA H5,Black vulture,Wild bird mortality GDNR/SCWDS (12)
Georgia,Forsyth,10/17/2022,EA H5,Black vulture,Wild bird mortality GDNR/SCWDS (12)
Georgia,Forsyth,10/17/2022,EA H5,Black vulture,Wild bird mortality GDNR/SCWDS (12)
Georgia,Peach,10/17/2022,EA H5,Black vulture,Wild bird mortality GDNR/SCWDS (12)
Georgia,Jenkins,10/17/2022,EA H5,Black vulture,Wild bird mortality GDNR/SCWDS (12)
Georgia,Jenkins,10/17/2022,EA H5,Black vulture,Wild bird mortality GDNR/SCWDS (12)
Georgia,Jenkins,10/17/2022,EA H5,Black vulture,Wild bird mortality GDNR/SCWDS (12)
Georgia,Jenkins,10/17/2022,EA H5,Black vulture,Wild bird mortality GDNR/SCWDS (12)
Georgia,Oconee,10/17/2022,EA H5,Black vulture,Wild bird mortality GDNR/SCWDS (12)
Georgia,Wilkes,10/27/2022,EA H5N1,Black vulture,Wild bird mortality GDNR/SCWDS (12)
Georgia,Wilkes,10/27/2022,EA H5N1,Black vulture,Wild bird mortality GDNR/SCWDS (12)
Georgia,Lamar,10/27/2022,EA H5N1,Black vulture,Wild bird mortality GDNR/SCWDS (12)
Georgia,Lee,10/27/2022,EA H5N1,Black vulture,Wild bird mortality GDNR/SCWDS (12)
Georgia,Lee,10/27/2022,EA H5N1,Black vulture,Wild bird mortality GDNR/SCWDS (12)
Georgia,Lee,10/27/2022,EA H5N1,Black vulture,Wild bird mortality GDNR/SCWDS (12)
Minnesota,Roseau,10/7/2022,EA H5N1,Mallard,Live bird SCWDS
Minnesota,Marshall,10/7/2022,EA H5N1,Mallard,Live bird SCWDS
Minnesota,Marshall,10/7/2022,EA H5N1,Mallard,Live bird SCWDS
Minnesota,Marshall,10/7/2022,EA H5N1,Mallard,Live bird SCWDS
Minnesota,Marshall,10/7/2022,EA H5N1,Blue-winged teal,Live bird SCWDS
Minnesota,Marshall,10/7/2022,EA H5,Blue-winged teal,Live bird SCWDS
Minnesota,Marshall,10/7/2022,EA H5N1,Blue-winged teal,Live bird SCWDS
Minnesota,Marshall,10/7/2022,EA H5N1,Blue-winged teal,Live bird SCWDS
Alabama,Montgomery,11/8/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Alabama,Montgomery,11/8/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Alabama,Montgomery,11/8/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Alabama,Montgomery,11/8/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Alabama,Montgomery,11/8/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Alabama,Montgomery,11/8/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Alabama,Montgomery,11/8/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Alabama,Montgomery,11/8/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Alabama,Montgomery,11/8/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Alabama,Montgomery,11/8/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Alabama,Montgomery,11/8/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Alabama,Montgomery,11/8/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Alabama,Montgomery,11/8/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Alabama,Montgomery,11/8/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
California,Merced,11/8/2022,EA H5N1,Cinnamon teal,Hunter Harvest NWDP
California,Merced,11/8/2022,EA H5N1,American wigeon,Hunter Harvest NWDP
California,Merced,11/8/2022,EA H5N1,Cinnamon teal,Hunter Harvest NWDP
Michigan,Monroe,11/8/2022,EA H5N1,Mallard,Hunter Harvest NWDP
Pennsylvania,Cumberland,11/8/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Pennsylvania,Cumberland,11/8/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Pennsylvania,Cumberland,11/8/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Pennsylvania,Cumberland,11/8/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Kansas,Stafford,11/8/2022,EA H5N1,American green-winged teal,Hunter Harvest NWDP
Illinois,Will,11/9/2022,EA H5N1,Mallard,Hunter Harvest NWDP
Illinois,Will,11/9/2022,EA H5N1,American green-winged teal,Hunter Harvest NWDP
Illinois,Will,11/9/2022,EA H5N1,Ring-necked duck,Hunter Harvest NWDP
Illinois,Livingston,11/9/2022,EA H5N1,Mallard,Hunter Harvest NWDP
Illinois,Livingston,11/9/2022,EA H5N1,American green-winged teal,Hunter Harvest NWDP
North Dakota,Cass,11/9/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
Iowa,Clay,11/9/2022,EA H5N1,American green-winged teal,Hunter Harvest NWDP
Iowa,Clay,11/9/2022,EA H5N1,American green-winged teal,Hunter Harvest NWDP
Iowa,Clay,11/9/2022,EA H5N1,American green-winged teal,Hunter Harvest NWDP
Iowa,Clay,11/9/2022,EA H5N1,American green-winged teal,Hunter Harvest NWDP
Iowa,Clay,11/9/2022,EA H5N1,American green-winged teal,Hunter Harvest NWDP
Missouri,Chariton,11/9/2022,EA H5N1,American green-winged teal,Hunter Harvest NWDP
Missouri,Chariton,11/9/2022,EA H5N1,American wigeon,Hunter Harvest NWDP
Missouri,Chariton,11/9/2022,EA H5N1,American green-winged teal,Hunter Harvest NWDP
Missouri,Chariton,11/9/2022,EA H5N1,American green-winged teal,Hunter Harvest NWDP
Missouri,Chariton,11/9/2022,EA H5N1,American green-winged teal,Hunter Harvest NWDP
Missouri,Chariton,11/9/2022,EA H5N1,American green-winged teal,Hunter Harvest NWDP
Missouri,Chariton,11/9/2022,EA H5N1,American green-winged teal,Hunter Harvest NWDP
Missouri,Chariton,11/9/2022,EA H5N1,American green-winged teal,Hunter Harvest NWDP
Missouri,Chariton,11/9/2022,EA H5N1,American green-winged teal,Hunter Harvest NWDP
Missouri,Chariton,11/9/2022,EA H5N1,American green-winged teal,Hunter Harvest NWDP
Missouri,Chariton,11/9/2022,EA H5N1,American green-winged teal,Hunter Harvest NWDP
Missouri,Chariton,11/9/2022,EA H5N1,American green-winged teal,Hunter Harvest NWDP
Missouri,Chariton,11/9/2022,EA H5N1,American green-winged teal,Hunter Harvest NWDP
Missouri,Chariton,11/9/2022,EA H5N1,American green-winged teal,Hunter Harvest NWDP
Missouri,Chariton,11/9/2022,EA H5N1,American green-winged teal,Hunter Harvest NWDP
South Carolina,Aiken,11/9/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Minnesota,Marshall,10/25/2022,EA H5N1,Blue-winged teal,Live bird SCWDS
Minnesota,Marshall,10/25/2022,EA H5N1,Blue-winged teal,Live bird SCWDS
Minnesota,Marshall,10/25/2022,EA H5N1,Mallard,Live bird SCWDS
Minnesota,Roseau,10/25/2022,EA H5N1,Mallard,Live bird SCWDS
Texas,Chambers,10/25/2022,EA H5N1,Blue-winged teal,Hunter harvest SCWDS
Texas,Chambers,10/25/2022,EA H5N1,Blue-winged teal,Hunter harvest SCWDS
Texas,Chambers,10/25/2022,EA H5N1,Blue-winged teal,Hunter harvest SCWDS
Texas,Chambers,10/25/2022,EA H5N1,Blue-winged teal,Hunter harvest SCWDS
Texas,Chambers,10/25/2022,EA H5N1,Blue-winged teal,Hunter harvest SCWDS
Texas,Chambers,10/25/2022,EA H5N1,Blue-winged teal,Hunter harvest SCWDS
Texas,Chambers,10/25/2022,EA H5N1,Blue-winged teal,Hunter harvest SCWDS
Texas,Chambers,10/25/2022,EA H5N1,Blue-winged teal,Hunter harvest SCWDS
Texas,Chambers,10/25/2022,EA H5N1,Blue-winged teal,Hunter harvest SCWDS
Texas,Chambers,10/25/2022,EA H5N1,Blue-winged teal,Hunter harvest SCWDS
Texas,Chambers,10/25/2022,EA H5N1,Blue-winged teal,Hunter harvest SCWDS
Texas,Chambers,10/25/2022,EA H5N1,Blue-winged teal,Hunter harvest SCWDS
Texas,Chambers,10/25/2022,EA H5N1,Blue-winged teal,Hunter harvest SCWDS
Texas,Chambers,10/25/2022,EA H5N1,Blue-winged teal,Hunter harvest SCWDS
Texas,Chambers,10/25/2022,EA H5N1,Blue-winged teal,Hunter harvest SCWDS
Texas,Chambers,10/25/2022,EA H5N1,Blue-winged teal,Hunter harvest SCWDS
Texas,Chambers,10/25/2022,EA H5N1,Blue-winged teal,Hunter harvest SCWDS
Texas,Chambers,10/25/2022,EA H5N1,Blue-winged teal,Hunter harvest SCWDS
Texas,Chambers,10/25/2022,EA H5N1,American green-winged teal,Hunter harvest SCWDS
Texas,Chambers,10/25/2022,EA H5N1,Blue-winged teal,Hunter harvest SCWDS
Texas,Chambers,10/25/2022,EA H5N1,Blue-winged teal,Hunter harvest SCWDS
Texas,Chambers,10/25/2022,EA H5N1,Blue-winged teal,Hunter harvest SCWDS
